id,MLM,HLM
TEST_000,9.27403031715325,20.404646385993278
TEST_001,70.19502094813755,87.4459445476532
TEST_002,40.560915214674814,63.468991858618594
TEST_003,34.27208491734096,70.53780726024083
TEST_004,60.15573186533791,86.46217073713031
TEST_005,67.93159587042672,88.2095992565155
TEST_006,19.17371771165303,50.43896351541791
TEST_007,30.375936733824865,62.27085718086788
TEST_008,8.77133969749723,18.915656634739467
TEST_009,20.703161507844925,56.695202418736045
TEST_010,15.854541531630925,33.89249103409903
TEST_011,71.8241001878466,81.12103172710964
TEST_012,72.29936676365989,89.21165040561131
TEST_013,39.34139481612614,62.38154428345817
TEST_014,9.04880054295063,30.996906757354736
TEST_015,65.38915123258319,75.22072877202716
TEST_016,24.261858207838877,20.69308257528714
TEST_017,31.13598589386259,61.493508730615886
TEST_018,73.08804307665143,77.70594443593707
TEST_019,38.020711711474824,66.01900458335876
TEST_020,4.5748253219894,12.58219171847616
TEST_021,6.621959512787205,24.424119293689728
TEST_022,10.856491247458118,27.256579803568975
TEST_023,13.260323447840555,31.632435960429056
TEST_024,1.8771175561206683,12.977170145937375
TEST_025,16.817547540579522,44.16950132165636
TEST_026,19.943120969193323,50.74450671672821
TEST_027,63.215330668858115,90.6802603176662
TEST_028,43.76452458756311,67.04657758985248
TEST_029,20.078718662261963,51.440010539122994
TEST_030,53.84711410318103,67.42946335247585
TEST_031,7.320390375597137,14.676816761493683
TEST_032,7.936591655015945,25.37763459341867
TEST_033,29.58734982780048,45.878419280052185
TEST_034,33.514986293656484,75.731303862163
TEST_035,13.019004783460073,14.483372867107391
TEST_036,43.59043070248195,63.39894107409886
TEST_037,72.25333877972194,83.27940957886833
TEST_038,24.34721663594246,56.21570561613355
TEST_039,8.396060818008014,17.819654462592943
TEST_040,42.26390825850623,50.12394828455788
TEST_041,67.71586622510638,90.49892340387616
TEST_042,15.21939007299287,13.911675129617965
TEST_043,2.9021131939121654,27.06877738237381
TEST_044,4.367638711950609,14.947057781474932
TEST_045,78.3797834600721,88.04318393979754
TEST_046,17.512715607881546,45.3087900366102
TEST_047,3.654018283954689,20.728252508810588
TEST_048,61.10437980719975,70.17494056906018
TEST_049,53.576461332184934,73.6925482749939
TEST_050,85.1422165121351,89.13736428533282
TEST_051,12.587032999311173,21.968511598450796
TEST_052,13.963422126003675,25.130154618195128
TEST_053,20.96820878131049,44.95560824871063
TEST_054,8.427219052932092,27.479454236371176
TEST_055,6.707386087094035,34.847949019500184
TEST_056,67.39061900547573,78.95681262016296
TEST_057,35.608142401490895,66.07439347675869
TEST_058,6.585044600069523,15.034411501671588
TEST_059,35.246882268360686,36.921209522656035
TEST_060,0.6801890874547618,10.352479852735996
TEST_061,41.070637319769176,65.84999348436084
TEST_062,42.38082064049585,73.62116660390582
TEST_063,89.70526882580349,101.55613592692785
TEST_064,46.45292695079531,76.34973526000977
TEST_065,63.711923786572044,82.3471656867436
TEST_066,34.46591773203441,74.53389252935138
TEST_067,72.10437740598407,80.8380024773734
TEST_068,17.890764134270803,51.21903845242092
TEST_069,15.239183657935687,39.530715133462635
TEST_070,33.221635222435,55.55565186909267
TEST_071,24.286818291459763,56.945450391088215
TEST_072,36.610886454582214,52.98520369189126
TEST_073,41.36827758380345,74.94597349848065
TEST_074,22.37069628068379,43.92987000090735
TEST_075,68.30641627311707,75.61769996370587
TEST_076,65.50386122294834,86.17148314203534
TEST_077,49.68149789742061,50.10709081377301
TEST_078,52.70599552563259,70.24945190974644
TEST_079,8.121175265737943,14.016511238047055
TEST_080,63.01274640219552,81.92745532308307
TEST_081,81.66942255837577,101.9461521080562
TEST_082,22.63667711189815,27.10078741822924
TEST_083,13.71594156537737,17.214956879615784
TEST_084,9.736324633870806,26.855820417404175
TEST_085,80.53499800818307,74.46423768997192
TEST_086,23.403138560908182,30.088598813329426
TEST_087,69.90950788770404,92.24859816687447
TEST_088,60.79300258840833,77.76562316077096
TEST_089,49.462516818727764,69.06997220856803
TEST_090,23.828518390655518,35.78154572418758
TEST_091,7.081747640456472,12.50636979405369
TEST_092,57.64566659927368,70.09686146463666
TEST_093,23.143453363861358,45.594570466450286
TEST_094,95.04932931491307,95.02257875033787
TEST_095,31.971154255526407,51.936370560101096
TEST_096,89.0828686101096,94.94379162788391
TEST_097,86.65592500141689,80.55183376584735
TEST_098,7.193122857383319,16.937593583549774
TEST_099,-0.2551883858229433,2.299648949078151
TEST_100,71.71733038766044,80.98551375525338
TEST_101,13.183885041092122,19.17916230325188
TEST_102,66.05391076632908,84.97850043433053
TEST_103,18.88120025396347,53.43706437519619
TEST_104,17.353327625564166,33.804576098918915
TEST_105,55.3222690309797,66.49465646062579
TEST_106,49.602181996618,51.50045113904136
TEST_107,69.47341135569981,89.6183831351144
TEST_108,42.81227120331356,69.83225856508527
TEST_109,2.0534850457417115,5.116608579243932
TEST_110,8.430912904441357,40.18613334212984
TEST_111,3.7447188581739157,33.446112487997326
TEST_112,12.514729744621686,15.522800598825729
TEST_113,48.26757769499506,60.00009221690041
TEST_114,16.151051276496478,56.21444753238133
TEST_115,2.5035796953099116,7.827808388641902
TEST_116,7.301793992519379,24.586329183408193
TEST_117,56.85481641973767,78.24048825672695
TEST_118,13.247700168618135,22.347254199641092
TEST_119,31.315792032650542,48.436408809253145
TEST_120,51.91491629396167,78.16351396696908
TEST_121,33.96772635834558,53.0740133353642
TEST_122,2.2781377458678826,15.831228026321956
TEST_123,32.891313093049185,64.34489744050163
TEST_124,8.807639325303692,29.138522701604025
TEST_125,52.354080762181965,78.36801665169853
TEST_126,20.34340426325798,56.092263545308796
TEST_127,73.3189216681889,88.51969242095947
TEST_128,58.13775530883244,74.04015575136457
TEST_129,9.13563270254859,24.57530668803624
TEST_130,42.14047321251461,72.12258492197309
TEST_131,8.5813400468656,36.86923725264413
TEST_132,14.988102817109652,49.06123791422163
TEST_133,63.79544309207371,83.67368578910828
TEST_134,19.6439228951931,38.67911866733006
TEST_135,60.11620249067035,85.4076189654214
TEST_136,74.27721279008048,82.5890166418893
TEST_137,28.460664621421266,47.07431878362383
TEST_138,17.82645806670189,18.055782320776157
TEST_139,36.266737963472096,47.47667610645294
TEST_140,8.070236284817968,18.16334437046732
TEST_141,24.295131862163544,36.903465007032665
TEST_142,41.59458577632904,52.11466593401772
TEST_143,19.240043791277067,39.81288118021829
TEST_144,58.909595864159726,80.91937133244106
TEST_145,16.644370682271465,27.93390282562801
TEST_146,79.50076290539333,86.3295486995152
TEST_147,48.48340685878481,85.67866427557809
TEST_148,8.328119359378304,30.505233790193287
TEST_149,22.863559424877167,66.87262569155011
TEST_150,27.304709809167043,66.00577916417804
TEST_151,57.85293110779354,63.367081539971494
TEST_152,17.82818936875888,35.62916048935482
TEST_153,0.810961558350495,4.842588944094522
TEST_154,45.29626561062677,64.49993550777435
TEST_155,48.33137903894697,74.11497235298157
TEST_156,4.2931397179407735,27.140903898647856
TEST_157,26.673297344573903,42.44777336716652
TEST_158,16.037265637091227,30.199748490537914
TEST_159,12.179923855832644,20.51152725304876
TEST_160,72.98521144049508,84.95266267231533
TEST_161,20.022784120270185,40.7086906688554
TEST_162,93.31647838865008,90.14304876327515
TEST_163,89.78590539523533,94.12860444613865
TEST_164,23.15143048763275,51.09583011695317
TEST_165,34.27919064249311,54.777993900435305
TEST_166,6.116570918155568,18.211730888911656
TEST_167,26.493934116193223,55.605853881154744
