id,MLM,HLM
TEST_000,13.465858836259162,43.60370614698955
TEST_001,66.13931698458535,88.6181482246944
TEST_002,47.520784395081655,71.41309550830296
TEST_003,30.050508252211976,65.51345842225211
TEST_004,49.83239982809339,85.81305146217346
TEST_005,64.37659987381527,87.8779411315918
TEST_006,24.986511256013596,62.93392521994454
TEST_007,32.41216934153012,65.9018771989005
TEST_008,5.534192334328379,19.709324836730957
TEST_009,20.165189016344293,50.14508238860539
TEST_010,16.892688082797186,35.37020300115858
TEST_011,53.325632214546204,81.38698084013802
TEST_012,69.91782103266034,90.74150238718305
TEST_013,32.89976950202669,67.35094998564038
TEST_014,7.899036285068307,24.462089794022695
TEST_015,68.11295662607465,85.22788882255554
TEST_016,42.77646988630295,50.313639640808105
TEST_017,25.29684416949749,60.13310338769641
TEST_018,69.92190607956478,79.87375003950936
TEST_019,34.769052054200856,62.8597617149353
TEST_020,4.853560881955283,23.9261339285544
TEST_021,5.446176390562739,18.582458261932647
TEST_022,11.280756017991475,20.57471200823784
TEST_023,15.306585175650461,39.958835925374714
TEST_024,15.320067001240595,24.13428255489894
TEST_025,22.20210156270436,52.51992898327964
TEST_026,12.583491419042861,59.752586058207925
TEST_027,61.53620907238552,89.49320146015712
TEST_028,20.570050925016403,53.777748772076194
TEST_029,28.82796770759991,69.09272032124656
TEST_030,53.232212151799885,67.79298867498126
TEST_031,3.967344255319664,17.39239426595824
TEST_032,2.601923993123429,27.17454305716923
TEST_033,22.464155299322947,48.709515588624136
TEST_034,35.82921326160431,78.88888716697693
TEST_035,3.8706851058772633,18.3535275714738
TEST_036,24.349737805979593,54.36001590320042
TEST_037,53.44114942210061,78.51125512804303
TEST_038,22.153053964887345,64.91817533969879
TEST_039,13.94299603998661,37.99806034990719
TEST_040,41.91054233482906,55.7693715606417
TEST_041,66.90876654216221,95.09584137371608
TEST_042,15.984067959444864,11.775834326233182
TEST_043,2.6722944075507775,34.7975628716605
TEST_044,6.417031160422734,32.99221928630556
TEST_045,65.41659661701748,81.21430362973895
TEST_046,3.716393107814448,33.97255369595119
TEST_047,-4.4117427830185205,8.334095829299518
TEST_048,63.085246511868064,77.20984220504761
TEST_049,45.951942035130095,74.18900557926723
TEST_050,70.84527867180961,78.24883801596505
TEST_051,15.799994873149053,32.88382015057972
TEST_052,22.755139001778193,31.196803706032888
TEST_053,24.85037866447653,39.67413093362536
TEST_054,8.501428192747492,36.679091836724965
TEST_055,12.510680566940987,47.468981572559905
TEST_056,48.88453483581543,74.56825375556946
TEST_057,42.50213844435556,75.56720886911664
TEST_058,2.0191449938075885,11.54159467135157
TEST_059,34.38272050448826,37.031244380133494
TEST_060,7.948302876736436,18.537935508149012
TEST_061,47.13044336863926,76.99580703462873
TEST_062,42.15464070439339,71.02944254875183
TEST_063,72.93251156806946,88.61240063394818
TEST_064,47.256046533584595,80.25987659181867
TEST_065,36.90565228462219,69.07442723001752
TEST_066,44.30182789053236,73.79546080316815
TEST_067,65.07415984358106,78.68131058556693
TEST_068,24.524460839373724,57.7431491443089
TEST_069,19.583051013095037,53.12754043510982
TEST_070,22.752355158861196,60.28794177940914
TEST_071,11.614374284233365,48.85512888431549
TEST_072,33.873472469193594,60.4152649641037
TEST_073,50.81187316349575,88.926214831216
TEST_074,28.34598443337849,40.34036525658199
TEST_075,62.56539097854069,87.05303498676845
TEST_076,56.45985560757774,84.31497982570103
TEST_077,20.288388643945968,29.97517372880663
TEST_078,48.456768478666035,67.89112772260394
TEST_079,18.458195722528867,21.84620574116707
TEST_080,65.68741883550372,80.64077070781163
TEST_081,70.17622206892285,98.3371376991272
TEST_082,19.490650296211243,38.58260618788855
TEST_083,5.153112233217273,32.011151739529204
TEST_084,14.220697219882691,33.927190729549956
TEST_085,82.80162981578282,83.90508123806545
TEST_086,23.489426289285934,38.28012134347643
TEST_087,79.84482049942017,94.47275825909206
TEST_088,50.01614987850189,77.16671398707798
TEST_089,45.63988319465092,76.2621785913195
TEST_090,28.12882885336876,42.63336371098246
TEST_091,12.982572402272904,24.868659941213473
TEST_092,44.70709945474352,56.62722332136971
TEST_093,15.495538445455686,44.48796510696411
TEST_094,84.70052565847125,87.28894335883004
TEST_095,19.500751899821417,53.45454088279179
TEST_096,72.23260998725891,88.48652499062675
TEST_097,84.44274238177708,82.01999494007656
TEST_098,8.22873983000006,20.3266655760152
TEST_099,3.3562278774167806,4.172736725636891
TEST_100,52.018379313605166,75.56876455034528
TEST_101,2.8222059032746722,31.332679412194658
TEST_102,53.757674779210774,81.13637481416974
TEST_103,23.908759467303753,68.58529874256679
TEST_104,24.496328897242034,48.497531243733
TEST_105,28.81807338978563,59.903496503829956
TEST_106,26.58159796680723,35.05994422095163
TEST_107,68.01514880997794,88.94688487052917
TEST_108,47.07701546805246,76.25584176608494
TEST_109,12.956245509641512,31.60858856780188
