id,MLM,HLM
TEST_000,24.645463943481445,57.80876922607422
TEST_001,58.85595703125,77.69062042236328
TEST_002,27.531085968017578,58.597198486328125
TEST_003,66.25623321533203,74.78144073486328
TEST_004,55.17938232421875,77.3627700805664
TEST_005,42.45452117919922,68.43621063232422
TEST_006,10.460155487060547,45.334896087646484
TEST_007,38.10163116455078,69.18116760253906
TEST_008,23.859434127807617,52.86668014526367
TEST_009,0.10151349008083344,33.44658279418945
TEST_010,33.38160705566406,61.81922149658203
TEST_011,59.91203689575195,76.12775421142578
TEST_012,43.383087158203125,71.26057434082031
TEST_013,14.052848815917969,47.11928176879883
TEST_014,39.66605758666992,62.13206100463867
TEST_015,57.15651321411133,77.17130279541016
TEST_016,14.194024085998535,21.224424362182617
TEST_017,57.6296501159668,77.32032012939453
TEST_018,57.35823059082031,75.91866302490234
TEST_019,61.037193298339844,76.2988052368164
TEST_020,21.95857048034668,45.23336410522461
TEST_021,3.3387084007263184,18.49493408203125
TEST_022,1.5659693479537964,15.260339736938477
TEST_023,8.66718578338623,37.71857452392578
TEST_024,31.933578491210938,52.67003631591797
TEST_025,13.76694107055664,37.36101150512695
TEST_026,22.18306541442871,45.554683685302734
TEST_027,58.611488342285156,78.31400299072266
TEST_028,36.21973419189453,58.98862838745117
TEST_029,40.30805969238281,66.30223846435547
TEST_030,48.888301849365234,67.65560913085938
TEST_031,28.571340560913086,42.980186462402344
TEST_032,43.149269104003906,73.03556060791016
TEST_033,37.90210723876953,49.4627799987793
TEST_034,30.708370208740234,63.20651626586914
TEST_035,-3.5817580223083496,3.1917765140533447
TEST_036,12.549501419067383,43.237308502197266
TEST_037,41.140159606933594,67.42090606689453
TEST_038,-3.844759941101074,17.55633544921875
TEST_039,28.252071380615234,46.215576171875
TEST_040,-5.1274733543396,17.393173217773438
TEST_041,58.292503356933594,76.94364166259766
TEST_042,17.688703536987305,35.07661819458008
TEST_043,14.065472602844238,38.854042053222656
TEST_044,7.91404914855957,20.581024169921875
TEST_045,65.40091705322266,75.9022216796875
TEST_046,14.814237594604492,40.88193130493164
TEST_047,8.134712219238281,23.750354766845703
TEST_048,29.29305648803711,53.67472839355469
TEST_049,49.53593826293945,62.8691520690918
TEST_050,62.894378662109375,76.91768646240234
TEST_051,59.01600646972656,73.43768310546875
TEST_052,13.4433012008667,37.88642120361328
TEST_053,16.051698684692383,37.52341079711914
TEST_054,16.834430694580078,48.11711502075195
TEST_055,12.615921974182129,35.4619026184082
TEST_056,54.61637496948242,74.33541107177734
TEST_057,18.40970802307129,43.64519119262695
TEST_058,18.430028915405273,42.72769546508789
TEST_059,50.36046600341797,61.65499496459961
TEST_060,7.775145530700684,42.68143081665039
TEST_061,51.827247619628906,73.5307388305664
TEST_062,59.36185073852539,77.69481658935547
TEST_063,66.12429809570312,75.69815063476562
TEST_064,41.5010986328125,71.1545181274414
TEST_065,50.97670364379883,59.0964241027832
TEST_066,30.577913284301758,65.97515106201172
TEST_067,65.16915130615234,74.15855407714844
TEST_068,61.469078063964844,76.57195281982422
TEST_069,44.29369354248047,67.55520629882812
TEST_070,33.131736755371094,67.64417266845703
TEST_071,17.51502799987793,52.95774459838867
TEST_072,47.23139953613281,65.29329681396484
TEST_073,56.07756042480469,76.75072479248047
TEST_074,15.578252792358398,38.077274322509766
TEST_075,57.003482818603516,77.4299545288086
TEST_076,55.290367126464844,75.05294799804688
TEST_077,31.05306053161621,51.91238784790039
TEST_078,60.31450653076172,69.44207000732422
TEST_079,6.630308628082275,11.595620155334473
TEST_080,62.12397384643555,77.09841918945312
TEST_081,46.02783203125,55.78828430175781
TEST_082,32.346885681152344,65.25731658935547
TEST_083,13.364233016967773,42.25554275512695
TEST_084,11.890155792236328,24.345779418945312
TEST_085,65.05027770996094,74.99803161621094
TEST_086,22.014780044555664,31.74600601196289
TEST_087,59.09658432006836,78.15154266357422
TEST_088,57.99148941040039,75.98272705078125
TEST_089,45.694984436035156,73.97818756103516
TEST_090,-0.8354905843734741,14.554678916931152
TEST_091,12.304834365844727,25.05984115600586
TEST_092,52.22600555419922,70.47781372070312
TEST_093,19.65741539001465,30.61096954345703
TEST_094,62.752784729003906,74.66120147705078
TEST_095,8.414807319641113,37.72539138793945
TEST_096,42.73077392578125,70.97359466552734
TEST_097,68.38360595703125,70.86074829101562
TEST_098,1.3822318315505981,29.924898147583008
TEST_099,2.0132250785827637,19.841026306152344
TEST_100,65.54585266113281,73.08309173583984
TEST_101,8.94762897491455,16.813140869140625
TEST_102,62.677268981933594,77.86775970458984
TEST_103,28.019365310668945,61.56129837036133
TEST_104,53.69684600830078,70.19054412841797
TEST_105,25.557024002075195,34.845977783203125
TEST_106,59.704891204833984,68.73712921142578
TEST_107,40.86121368408203,68.26929473876953
TEST_108,8.555066108703613,35.79530715942383
TEST_109,33.65610122680664,65.43335723876953
TEST_110,28.727710723876953,63.380558013916016
TEST_111,9.554003715515137,45.21232604980469
TEST_112,23.278600692749023,28.5126895904541
TEST_113,62.907615661621094,70.46773529052734
TEST_114,29.512727737426758,62.979732513427734
TEST_115,10.54128646850586,26.746164321899414
TEST_116,-3.535806655883789,18.17182159423828
TEST_117,31.213394165039062,41.95965576171875
TEST_118,22.78143882751465,54.66041946411133
TEST_119,28.808069229125977,59.57366180419922
TEST_120,44.715187072753906,73.7074203491211
TEST_121,51.56669616699219,74.7740707397461
TEST_122,8.356042861938477,38.061767578125
TEST_123,36.36119079589844,56.4962043762207
TEST_124,31.251861572265625,52.63651657104492
TEST_125,58.39384078979492,77.36907196044922
TEST_126,46.56791687011719,71.18700408935547
TEST_127,63.938419342041016,75.13475036621094
TEST_128,62.92424774169922,76.8933334350586
TEST_129,1.9184890985488892,26.059587478637695
TEST_130,31.343740463256836,64.2187271118164
TEST_131,54.610191345214844,75.71054077148438
TEST_132,50.83674621582031,74.88687896728516
TEST_133,58.25291442871094,72.48387908935547
TEST_134,5.85228967666626,9.332653999328613
TEST_135,51.98505401611328,68.91509246826172
TEST_136,67.0620346069336,73.24583435058594
TEST_137,8.045584678649902,42.26227569580078
TEST_138,15.05518627166748,31.518062591552734
TEST_139,39.34547424316406,41.69029998779297
TEST_140,20.418743133544922,50.855892181396484
TEST_141,39.04308319091797,66.48983001708984
TEST_142,61.097076416015625,71.4020004272461
TEST_143,2.164769172668457,17.65883445739746
TEST_144,50.227970123291016,73.5708999633789
TEST_145,39.34088134765625,67.08756256103516
TEST_146,57.79125213623047,77.93636322021484
TEST_147,56.17618179321289,77.26069641113281
TEST_148,20.022411346435547,42.90169906616211
TEST_149,44.96426010131836,73.20901489257812
TEST_150,15.511040687561035,51.35108184814453
TEST_151,63.747249603271484,73.3951644897461
TEST_152,33.1861572265625,65.66960906982422
TEST_153,-3.003751754760742,26.92737579345703
TEST_154,32.2977409362793,64.21929168701172
TEST_155,50.594486236572266,73.85249328613281
TEST_156,3.9902639389038086,35.46748352050781
TEST_157,36.96166229248047,52.284244537353516
TEST_158,15.982463836669922,30.543720245361328
TEST_159,27.584381103515625,37.04275894165039
TEST_160,63.81474304199219,77.47046661376953
TEST_161,44.34566116333008,71.59203338623047
TEST_162,65.78936004638672,74.95652770996094
TEST_163,57.6015625,77.01934814453125
TEST_164,51.60397720336914,75.88663482666016
TEST_165,17.250591278076172,43.196006774902344
TEST_166,-5.7669901847839355,10.463005065917969
TEST_167,2.2757670879364014,21.497190475463867
TEST_168,44.06658172607422,60.9191780090332
TEST_169,0.936610758304596,15.934212684631348
TEST_170,36.407840728759766,65.6276626586914
TEST_171,17.171165466308594,46.97197723388672
TEST_172,2.034071922302246,34.657527923583984
TEST_173,-4.396768093109131,9.612454414367676
TEST_174,-2.3235459327697754,12.933637619018555
TEST_175,63.62073516845703,77.2274398803711
TEST_176,55.94313049316406,70.73897552490234
TEST_177,43.07283401489258,72.11981201171875
TEST_178,28.749794006347656,52.23902130126953
TEST_179,40.393524169921875,61.815921783447266
TEST_180,-3.8672218322753906,12.661593437194824
TEST_181,40.68843078613281,70.02581787109375
TEST_182,-2.770430088043213,25.449016571044922
TEST_183,25.971914291381836,41.3834342956543
TEST_184,27.577566146850586,41.50001907348633
TEST_185,14.975391387939453,36.70661544799805
TEST_186,4.002627372741699,23.1160888671875
TEST_187,9.786956787109375,36.145023345947266
TEST_188,-6.521017551422119,7.270964622497559
TEST_189,53.77521514892578,75.5631332397461
TEST_190,51.84800338745117,72.67804718017578
TEST_191,55.916542053222656,76.6496810913086
TEST_192,-1.9589273929595947,14.933562278747559
TEST_193,44.094459533691406,71.67913055419922
TEST_194,38.515708923339844,54.80215072631836
TEST_195,11.90600872039795,37.70439529418945
TEST_196,51.297386169433594,75.88849639892578
TEST_197,45.69302749633789,66.77937316894531
TEST_198,32.903316497802734,57.536643981933594
TEST_199,59.15632629394531,77.92058563232422
TEST_200,40.636451721191406,70.67942810058594
TEST_201,11.78908634185791,47.68147659301758
TEST_202,65.32846069335938,69.95471954345703
TEST_203,51.81511688232422,74.7330551147461
TEST_204,37.24413299560547,66.22390747070312
TEST_205,29.4195499420166,60.659725189208984
TEST_206,6.288539886474609,23.187217712402344
TEST_207,7.481208324432373,19.511695861816406
TEST_208,18.285871505737305,51.93815612792969
TEST_209,14.88550090789795,36.588958740234375
TEST_210,63.39430618286133,77.19747161865234
TEST_211,50.74903869628906,75.77483367919922
TEST_212,65.73023223876953,74.5561752319336
TEST_213,45.046817779541016,71.0624008178711
TEST_214,31.974740982055664,66.59203338623047
TEST_215,2.875342845916748,5.667004108428955
TEST_216,2.380704164505005,20.886178970336914
TEST_217,65.84130859375,69.91136932373047
TEST_218,62.59307861328125,77.06369018554688
TEST_219,-0.13517914712429047,11.945843696594238
TEST_220,16.06309700012207,44.420921325683594
TEST_221,5.7487382888793945,23.77831268310547
TEST_222,-6.037966251373291,9.802775382995605
TEST_223,63.27992630004883,74.96964263916016
TEST_224,55.63994598388672,72.7833480834961
TEST_225,9.588990211486816,35.420623779296875
TEST_226,20.04388999938965,28.250865936279297
TEST_227,-6.416835308074951,9.317937850952148
TEST_228,24.041624069213867,54.478302001953125
TEST_229,65.67740631103516,72.42481231689453
TEST_230,48.95123291015625,52.6897087097168
TEST_231,26.966419219970703,53.817901611328125
TEST_232,60.0904541015625,76.20067596435547
TEST_233,13.59598445892334,33.56548309326172
TEST_234,3.804551362991333,13.931715965270996
TEST_235,26.20018768310547,55.644290924072266
TEST_236,21.525556564331055,49.53645706176758
TEST_237,31.888444900512695,66.20649719238281
TEST_238,-4.20003080368042,19.294069290161133
TEST_239,23.141748428344727,49.916080474853516
TEST_240,60.64990234375,77.09105682373047
TEST_241,52.285850524902344,77.03658294677734
TEST_242,48.63648986816406,64.82653045654297
TEST_243,32.94706726074219,52.660301208496094
TEST_244,37.38848114013672,58.159053802490234
TEST_245,52.89977264404297,76.07042694091797
TEST_246,63.75354766845703,73.03439331054688
TEST_247,35.497657775878906,64.87680053710938
TEST_248,52.667728424072266,72.98306274414062
TEST_249,47.92090606689453,70.72415161132812
TEST_250,66.56343841552734,72.83909606933594
TEST_251,6.239302635192871,23.89386749267578
TEST_252,56.84983444213867,76.671875
TEST_253,19.511173248291016,46.639041900634766
TEST_254,57.989768981933594,77.83744049072266
TEST_255,21.1645450592041,38.28634262084961
TEST_256,52.34297180175781,65.1905517578125
TEST_257,61.835205078125,73.71749114990234
TEST_258,67.5046157836914,72.39803314208984
TEST_259,61.817264556884766,77.12464141845703
TEST_260,52.47617721557617,72.4070816040039
TEST_261,55.56769943237305,75.33243560791016
TEST_262,29.9517879486084,50.569820404052734
TEST_263,54.56928253173828,70.91708374023438
TEST_264,6.890657901763916,14.939821243286133
TEST_265,18.35215187072754,48.923954010009766
TEST_266,-5.147754669189453,14.660008430480957
TEST_267,53.33830261230469,75.67192840576172
TEST_268,53.885772705078125,76.71116638183594
TEST_269,0.23175548017024994,13.423741340637207
TEST_270,53.48988342285156,73.69324493408203
TEST_271,22.669132232666016,57.797122955322266
TEST_272,53.32447052001953,71.9578628540039
TEST_273,32.83686828613281,58.75074005126953
TEST_274,-3.427647590637207,14.884770393371582
TEST_275,30.562467575073242,57.927433013916016
TEST_276,37.73390579223633,66.10801696777344
TEST_277,43.66469955444336,72.91870880126953
TEST_278,11.802399635314941,37.64054870605469
TEST_279,33.4390869140625,67.4441909790039
TEST_280,37.410499572753906,63.06416702270508
TEST_281,0.9770213961601257,15.615342140197754
TEST_282,-3.0892043113708496,14.129533767700195
TEST_283,65.32340240478516,74.47484588623047
TEST_284,61.927452087402344,77.37911224365234
TEST_285,39.20561599731445,68.36006927490234
TEST_286,62.54590606689453,77.62665557861328
TEST_287,62.36382293701172,77.06462097167969
TEST_288,17.657129287719727,46.91316223144531
TEST_289,36.27096939086914,66.78984832763672
TEST_290,1.9403961896896362,3.721297025680542
TEST_291,9.209074974060059,38.22483825683594
TEST_292,57.07417297363281,77.3873062133789
TEST_293,26.920305252075195,59.047454833984375
TEST_294,34.30985641479492,53.6711540222168
TEST_295,-10.275532722473145,11.805975914001465
TEST_296,21.199018478393555,26.32245635986328
TEST_297,-1.6252743005752563,28.6993350982666
TEST_298,20.736967086791992,55.42018508911133
TEST_299,50.399070739746094,75.30441284179688
TEST_300,58.65552520751953,73.37946319580078
TEST_301,61.191314697265625,77.26923370361328
TEST_302,40.70561599731445,66.77530670166016
TEST_303,59.75213623046875,72.02887725830078
TEST_304,3.396559715270996,30.410823822021484
TEST_305,-3.245474338531494,14.128424644470215
TEST_306,34.60576629638672,60.62400436401367
TEST_307,31.7126407623291,44.68107223510742
TEST_308,45.593666076660156,71.78849029541016
TEST_309,49.74974822998047,74.78388214111328
TEST_310,55.156898498535156,74.92350769042969
TEST_311,48.5753173828125,64.62860870361328
TEST_312,16.22344398498535,30.96905517578125
TEST_313,43.30422592163086,71.5454330444336
TEST_314,-0.23586545884609222,26.74657440185547
TEST_315,16.15865135192871,49.99863815307617
TEST_316,31.440521240234375,47.678184509277344
TEST_317,44.80103302001953,71.50151062011719
TEST_318,12.919475555419922,43.42760467529297
TEST_319,63.109649658203125,74.15554809570312
TEST_320,-0.5029405951499939,10.571175575256348
TEST_321,18.539682388305664,39.331600189208984
TEST_322,66.62047576904297,75.2004623413086
TEST_323,2.3354015350341797,24.191858291625977
TEST_324,36.9642333984375,68.91803741455078
TEST_325,5.725993633270264,25.657941818237305
TEST_326,24.51997184753418,52.687137603759766
TEST_327,63.83308792114258,77.41832733154297
TEST_328,28.631879806518555,54.09348678588867
TEST_329,40.342533111572266,69.5007095336914
TEST_330,33.99397277832031,57.08583450317383
TEST_331,38.634117126464844,68.64021301269531
TEST_332,42.0496711730957,67.22740936279297
TEST_333,-10.28393268585205,3.4102225303649902
