id,MLM,HLM
TEST_000,13.992960751056671,31.524235010147095
TEST_001,64.31126952171326,84.47529792785645
TEST_002,35.009184777736664,55.44289410114288
TEST_003,29.76410135626793,65.67640423774719
TEST_004,56.928739845752716,76.2467634677887
TEST_005,69.88447904586792,92.54092633724213
TEST_006,18.61597664654255,49.764526188373566
TEST_007,46.0745432972908,69.49081778526306
TEST_008,9.221996888518333,27.891475409269333
TEST_009,25.73886472731829,56.62484407424927
TEST_010,27.64760792255402,34.57486346364021
TEST_011,54.64922606945037,74.84789371490479
TEST_012,75.2596765756607,90.05321085453033
TEST_013,29.4202733784914,53.82566213607788
TEST_014,6.9774203188717365,22.905732914805412
TEST_015,58.49058538675308,82.69773066043854
TEST_016,34.12871673703194,39.433686435222626
TEST_017,17.082478031516075,41.8275685608387
TEST_018,75.90293169021606,79.29684817790985
TEST_019,33.92568454146385,56.55207842588425
TEST_020,9.044261928647757,21.882144138216972
TEST_021,8.197909612208605,12.611447544768453
TEST_022,9.979425892233849,21.9922686368227
TEST_023,24.503449499607086,41.188538670539856
TEST_024,10.254785530269146,15.257833609357476
TEST_025,23.269506879150867,52.56275832653046
TEST_026,21.66632443666458,52.69067615270615
TEST_027,60.379048585891724,88.68552923202515
TEST_028,34.46185976266861,67.59395688772202
TEST_029,20.491823069751263,48.55006158351898
TEST_030,70.79506576061249,78.52132499217987
TEST_031,16.31506785750389,26.053868234157562
TEST_032,7.534420695155859,32.59703978896141
TEST_033,37.897193282842636,60.460619926452644
TEST_034,23.3276429772377,70.32320886850357
TEST_035,14.201863575726748,14.408040326088667
TEST_036,28.961589038372036,62.338747680187225
TEST_037,64.7630763053894,83.26338768005371
TEST_038,33.071821331977844,71.75072193145752
TEST_039,15.762728676199913,28.876736760139465
TEST_040,39.81786161661148,54.2121234536171
TEST_041,67.30138182640076,94.10751283168793
TEST_042,7.504611276090145,4.302489999681711
TEST_043,5.7304497808218,31.076550483703613
TEST_044,11.812804453074932,31.118429303169247
TEST_045,74.08334583044052,79.66986417770386
TEST_046,9.774301201105118,42.869238555431366
TEST_047,-1.1550960876047611,1.6713835671544073
TEST_048,54.43042546510697,66.34667783975601
TEST_049,53.73294293880463,76.3885486125946
TEST_050,76.90516471862793,80.52098035812378
TEST_051,15.955804549157621,20.68409264087677
TEST_052,14.66927457600832,24.205334624275565
TEST_053,20.128055438399315,38.29755216836929
TEST_054,12.609445657581093,33.77913996577263
TEST_055,9.208243321627378,32.895668372511864
TEST_056,55.659672766923904,70.36118686199188
TEST_057,43.686625212430954,74.15951728820801
TEST_058,8.940889872610569,25.13596095144749
TEST_059,38.48414480686188,41.723640859127045
TEST_060,7.056431882083417,23.130064941942692
TEST_061,40.49394138157368,67.62400113046169
TEST_062,40.77546648681164,57.28754580020905
TEST_063,83.9739978313446,93.72794568538666
TEST_064,65.20785748958588,86.17341637611389
TEST_065,47.86478132009506,77.02837705612183
TEST_066,40.55189222097397,74.52277362346649
TEST_067,83.65633964538574,86.71530842781067
TEST_068,26.755033880472183,53.413965106010444
TEST_069,27.117018178105358,50.82537561655045
TEST_070,30.862189978361133,67.59519934654236
TEST_071,15.730324424803257,50.096306800842285
TEST_072,38.804078698158264,61.36739075183868
TEST_073,51.938946545124054,88.8249158859253
TEST_074,19.214757308363914,36.069483906030655
TEST_075,51.24976828694343,73.4336805343628
TEST_076,67.7204179763794,86.74523949623108
TEST_077,35.61440512537956,48.33423912525177
TEST_078,41.89841836690903,61.364156901836395
TEST_079,21.392052844166756,24.292153120040894
TEST_080,75.06279289722443,89.03297126293182
TEST_081,65.45864462852478,83.98347795009613
TEST_082,28.91759231686592,51.42418950796127
TEST_083,16.422418728470802,20.055752377957106
TEST_084,15.893749035894873,29.685368835926056
TEST_085,77.50761866569519,85.12190639972687
