id,MLM,HLM
TEST_000,19.052033722400665,42.08956032991409
TEST_001,61.42684996128083,78.75018537044525
TEST_002,39.89975035190582,63.70030879974365
TEST_003,44.34137523174286,68.12717139720917
TEST_004,57.58168578147889,80.75039029121399
TEST_005,65.7795786857605,87.2660380601883
TEST_006,26.358750015497208,48.41798394918442
TEST_007,25.563906580209732,51.11151158809661
TEST_008,10.985851548612118,20.702037997543812
TEST_009,17.87393607199192,50.40010035037994
TEST_010,19.307097867131233,46.95084035396576
TEST_011,73.49749028682709,87.10850477218628
TEST_012,55.6729045510292,73.80012452602386
TEST_013,49.275342524051666,74.6571397781372
TEST_014,9.646850936114788,24.604176729917526
TEST_015,62.411510944366455,74.19897198677063
TEST_016,27.791092842817307,41.46731346845627
TEST_017,32.150025218725204,62.67952024936676
TEST_018,83.98894608020782,88.4742122888565
TEST_019,63.97974342107773,84.998779296875
TEST_020,9.310742812231183,33.75362008810043
TEST_021,7.6500844582915315,25.400088690221313
TEST_022,16.536975987255573,23.594920113682747
TEST_023,5.90810164809227,23.346607089042664
TEST_024,15.058294609189032,26.986740082502365
TEST_025,20.697467103600502,48.53775471448898
TEST_026,13.46481956541538,40.464627146720886
TEST_027,51.25456392765045,80.56979835033417
TEST_028,26.236424297094345,58.74231964349747
TEST_029,61.35021388530731,64.19422090053558
TEST_030,49.382861852645874,75.94450235366821
TEST_031,9.377002157270908,22.89336249232292
TEST_032,11.045769490301609,31.527266949415207
TEST_033,31.642080992460254,62.73570865392685
TEST_034,20.949486382305622,51.63182973861694
TEST_035,8.22200779337436,18.43104064464569
TEST_036,21.086092591285706,46.52043789625168
TEST_037,58.19403290748596,76.49299383163452
TEST_038,20.14447659254074,54.1568523645401
TEST_039,4.23054251819849,25.907924585044384
TEST_040,19.32545430958271,34.234234392642975
TEST_041,59.83707129955291,88.7381899356842
TEST_042,8.83051872253418,7.491700714454056
TEST_043,8.621036340482533,30.6211319565773
TEST_044,20.422751307487488,47.32045665383339
TEST_045,64.98853981494904,91.02022290229797
TEST_046,8.643267080187798,30.17050474882126
TEST_047,-3.386150896549225,8.045379407703876
TEST_048,62.02879041433334,76.84240579605103
TEST_049,16.92851562052965,47.223983108997345
TEST_050,65.33666431903839,74.06840920448303
