id,MLM,HLM
TEST_000,28.34839843213558,52.25143939256668
TEST_001,56.17652416229249,65.30459851026535
TEST_002,35.06907597184181,63.684865832328796
TEST_003,47.568169832229614,63.944053649902344
TEST_004,53.519076406955726,79.22791063785553
TEST_005,71.39621436595917,84.5205008983612
TEST_006,28.683061599731445,38.145667016506195
TEST_007,22.58433621376753,52.781037986278534
TEST_008,19.517904296517372,35.726271122694016
TEST_009,16.93741224706173,62.159738540649414
TEST_010,23.826843164861202,54.46055889129639
TEST_011,63.38375747203827,76.48804783821106
TEST_012,52.66229093074799,68.95446211099625
TEST_013,49.06924515962601,83.97665798664093
TEST_014,17.500691190361977,26.283048838377
TEST_015,67.16300934553146,76.13065242767334
TEST_016,22.266322448849678,32.79462307691574
TEST_017,30.268899202346798,68.30692648887634
TEST_018,78.46095144748688,89.30245220661163
TEST_019,69.50078427791595,86.22480750083923
TEST_020,9.779942193999887,33.089116513729095
TEST_021,10.279970355331898,23.75626500695944
TEST_022,15.456381700932981,30.239016711711887
TEST_023,4.229270555078983,22.109885588288307
TEST_024,18.528623543679714,31.713840551674366
TEST_025,20.94523310661316,54.43180918693542
TEST_026,14.063518010079862,46.31887882947922
TEST_027,47.051838636398315,72.57169127464294
TEST_028,22.008871994912624,53.74395251274109
TEST_029,59.24515664577484,65.23002803325653
TEST_030,44.16543498635292,68.47985863685608
TEST_031,13.546187411993744,28.938310444355007
TEST_032,13.432871233671904,35.5833637714386
TEST_033,34.63929023593664,69.63322043418884
TEST_034,14.153191726654768,56.45025581121445
TEST_035,11.207302995026112,20.563182532787323
TEST_036,15.782887805253267,41.16145581007004
TEST_037,60.57693153619766,76.04614794254303
TEST_038,15.816155448555946,46.37517675757408
TEST_039,4.097713073715568,39.89544153213501
TEST_040,18.299670591950417,29.882186353206635
TEST_041,55.118458569049835,85.583575963974
TEST_042,8.852858757600188,14.28975161164999
TEST_043,16.46374486386776,32.45265759527683
TEST_044,23.741256557404995,42.73869901895523
TEST_045,63.20323467254638,93.62945973873138
TEST_046,12.325236685574055,30.100096911191944
TEST_047,1.3417108543217182,24.303473085165024
TEST_048,60.74774473905563,77.42542684078217
TEST_049,14.939580243080854,44.20153319835663
TEST_050,62.856807112693794,75.7815283536911
TEST_051,14.969596303999424,31.66771486401558
TEST_052,30.179357156157494,58.38082432746887
TEST_053,31.807602047920223,44.62655782699585
TEST_054,17.98584146425128,40.89191108942032
TEST_055,11.987845106050372,47.17016004025936
TEST_056,39.30821850895882,68.54640483856201
TEST_057,29.733454268425703,48.89230817556381
TEST_058,12.506200894713402,22.089000679552555
TEST_059,31.20404645800591,38.6381271481514
TEST_060,27.122553586959842,58.27624902129174
TEST_061,63.18579077720642,83.65405440330505
TEST_062,22.16693125665188,42.74118199944496
TEST_063,63.76738250255585,74.05602902173996
TEST_064,22.40254506468773,49.557762295007706
TEST_065,23.182399198412895,50.54684847593307
TEST_066,54.966866970062256,74.47982609272003
TEST_067,26.53591960668564,54.97722536325455
TEST_068,43.21742996573448,65.40549576282501
TEST_069,31.87281161546707,48.542327880859375
TEST_070,16.396122705191374,42.88558065891266
TEST_071,33.68199214339256,65.31279444694519
TEST_072,35.24679873138666,66.25214219093323
TEST_073,44.75050687789917,81.95411205291748
TEST_074,35.81468738615513,54.276305735111244
TEST_075,56.53705567121505,69.17014539241791
TEST_076,19.34887632727623,52.72104501724243
TEST_077,47.584896981716156,57.1833997964859
TEST_078,40.42099058628082,78.70815008878708
TEST_079,17.455485053360462,29.614280015230175
TEST_080,52.07346886396408,67.2478598356247
TEST_081,55.4923665523529,59.7442889213562
TEST_082,18.373814150691032,39.8150572180748
TEST_083,13.530011139810085,30.89782357215881
TEST_084,16.388950273394585,32.01420843601227
TEST_085,76.00692510604858,82.05809414386749
TEST_086,21.810852885246277,30.97002610564232
TEST_087,74.42155957221985,88.05129766464233
TEST_088,38.97772267460823,66.8782976269722
TEST_089,65.86689233779907,91.9660085439682
TEST_090,16.819523526355624,48.654761016368866
TEST_091,18.354227915406227,40.22394925355911
TEST_092,28.296971023082733,34.07065853476524
TEST_093,37.53311213105917,70.6561678647995
TEST_094,61.59130960702897,70.24732977151871
TEST_095,16.45885944366455,39.952889531850815
TEST_096,76.9694572687149,85.22688686847687
TEST_097,83.51509034633636,95.71348786354065
TEST_098,15.674453973770142,33.30519765615463
TEST_099,8.174964152276516,20.014720214530826
TEST_100,67.07331538200378,72.62042880058289
TEST_101,2.084796093404293,21.046269312500954
TEST_102,62.28613376617431,91.48801386356354
TEST_103,40.79886481165886,69.28138464689255
TEST_104,25.14998197555542,56.50106221437454
TEST_105,60.51108717918397,77.35705733299255
TEST_106,41.56511425971985,56.365369856357574
TEST_107,56.41692399978637,77.37218916416168
TEST_108,58.07316780090333,84.28353726863861
TEST_109,14.524343945086002,51.3501612842083
TEST_110,32.466251850128174,56.81622117757797
TEST_111,26.713363453745842,65.15628159046173
TEST_112,14.403361435979606,22.533502504229546
TEST_113,65.94200491905212,81.64784252643585
TEST_114,38.063455298542976,61.12883508205413
TEST_115,11.23106624931097,35.21969139575958
TEST_116,15.06599670276046,29.56476353108883
TEST_117,44.61422562599182,71.86441004276276
TEST_118,56.560103595256805,63.50942879915238
TEST_119,29.622921645641327,55.241455137729645
TEST_120,71.60706341266632,90.85606276988983
TEST_121,49.78593647480011,62.33972668647766
TEST_122,23.06600831449032,37.68461426720023
TEST_123,62.886032462120056,79.4007158279419
TEST_124,12.30991318821907,42.55579277873039
TEST_125,61.341841220855706,80.42879402637482
TEST_126,6.3036191184073695,37.02498197555542
TEST_127,69.98748570680618,81.57449007034302
TEST_128,67.37501323223114,76.19001388549805
TEST_129,11.258121486753225,33.524504005908966
TEST_130,39.07156124711037,60.39078116416932
TEST_131,11.60317875444889,44.281482100486755
TEST_132,11.808956116437912,43.87441188097
TEST_133,40.351389050483704,69.12058562040329
TEST_134,12.447807677090168,42.44206666946411
TEST_135,33.21253836154938,55.00732392072678
TEST_136,56.90300464630127,61.194658577442176
TEST_137,21.569881960749626,52.808178812265396
TEST_138,12.58866313844919,16.15956049412489
TEST_139,23.879689499735832,29.72498282790184
TEST_140,11.36275488883257,31.422760933637615
TEST_141,9.886958356946707,31.461920887231827
TEST_142,34.21151865273714,51.850734949111946
TEST_143,18.337990436702967,31.428520679473877
TEST_144,37.11632043123245,67.7230255305767
TEST_145,17.98679318279028,20.30130848288536
TEST_146,67.64271199703217,96.31455063819885
TEST_147,44.740722328424454,85.60361444950104
TEST_148,3.6117693968117237,18.942123912274837
TEST_149,24.366574436426163,56.96895390748977
TEST_150,19.583082422614098,59.37110394239426
TEST_151,76.5761649608612,82.04098582267761
TEST_152,46.18326961994171,73.44828009605408
TEST_153,9.69681240618229,31.66300505399704
TEST_154,24.369462206959724,58.603655397892
TEST_155,14.802008792757986,46.43051162362099
TEST_156,16.873367242515087,57.55135029554367
TEST_157,32.70370736718178,66.39042019844055
TEST_158,32.05999732017517,55.56586027145386
TEST_159,26.930245757102966,36.246623173356056
TEST_160,62.500661313533776,77.14896857738495
TEST_161,36.458582282066345,63.618066012859344
TEST_162,85.93199908733368,89.72490310668945
TEST_163,55.616211891174316,75.00319361686707
TEST_164,25.321141034364704,37.599237859249115
TEST_165,17.770008519291878,50.44638305902481
TEST_166,-2.6457417756319046,16.917572040110826
TEST_167,40.78368157148361,72.8897225856781
TEST_168,36.69923976063728,58.000849485397346
